OBJECTID,COUNTY_NAME,STATE_NAME,STATE_ABBR,FIPS,Votes_Tot,Votes_Trump,Votes_Harris,Votes_Stein,Pct_Trump,Pct_Harris,Pct_Stein,Winner_2024,Winner_2020,Winner_2016,Median_Income,Median_Age,Pct_White_Census,Pct_Black_Census,Pct_Hispanic_Census,Pct_Bachelors_Plus,Pct_Poverty,Gini_Index,Vote_Margin_Pct,Urban_Proxy,College_Bin
17,Colbert County,Alabama,AL,01033,27014,19614,7092,37,0.7260679647590138,0.2625305397201451,0.00136966017620493,Trump,Trump,Trump,56736,42.3,0.7744934776575076,0.15790660560643907,0.03278517901748543,0.20271853189516328,0.16876468319366036,0.453,-0.4635374250388687,Urban/High,Medium
18,Conecuh County,Alabama,AL,01035,6051,3423,2580,6,0.5656916212196331,0.4263758056519584,9.91571641051066e-4,Trump,Trump,Trump,42266,46.3,0.5006572605380772,0.4575409692402068,0.00885110857944089,0.13129075919773597,0.2763530244074991,0.4827,-0.13931581556767475,Rural/Low,Low
19,Coosa County,Alabama,AL,01037,5257,3750,1475,1,0.713334601483736,0.2805782765836028,1.902225603956629e-4,Trump,Trump,Trump,57063,50.3,0.6432238690303207,0.2969098130388453,0.02373341083018502,0.148708254568368,0.11626276787502504,0.3946,-0.43275632490013316,Rural/Low,Low
20,Covington County,Alabama,AL,01039,17077,14664,2309,13,0.8586988346899338,0.13521110265269076,7.612578321719272e-4,Trump,Trump,Trump,50886,42.8,0.8250591016548463,0.11732674582304035,0.01931096767338699,0.17177519936505536,0.1804310251701415,0.4934,-0.723487732037243,Suburban/Mid,Low
21,Crenshaw County,Alabama,AL,01041,6475,4993,1453,5,0.7711196911196913,0.2244015444015444,7.722007722007722e-4,Trump,Trump,Trump,49040,42.4,0.7013085818624467,0.23364272671941572,0.01795496043822276,0.1680579964850615,0.1619077258227651,0.5108,-0.5467181467181469,Rural/Low,Low
22,Cullman County,Alabama,AL,01043,43104,38669,4033,24,0.8971093170007424,0.0935644023756496,5.567928730512249e-4,Trump,Trump,Trump,60916,41.1,0.9017470909761578,0.01070833752501033,0.04857874204978595,0.1908653846153846,0.1390188764552956,0.4372,-0.8035449146250928,Urban/High,Medium
23,Dale County,Alabama,AL,01045,19130,14473,4478,30,0.7565603763721902,0.23408259278619967,0.00156821745948771,Trump,Trump,Trump,53955,38,0.6654010824783908,0.2121334518135552,0.06929073430810243,0.19327855284937337,0.1871096728981594,0.4498,-0.5224777835859905,Suburban/Mid,Medium
24,Dallas County,Alabama,AL,01047,15542,5188,10233,23,0.3338051730793978,0.6584094711105392,0.00147986102174752,Harris,Biden,Clinton,36810,40.3,0.2683557118499574,0.7051097612958227,0.00905797101449275,0.17007096091269064,0.29000836458811147,0.5047,0.3246042980311414,Suburban/Mid,Low
25,DeKalb County,Alabama,AL,01049,29657,25631,3757,32,0.8642479010014499,0.12668172775398726,0.00107900327072866,Trump,Trump,Trump,51149,39.6,0.776360047813638,0.01282906624412754,0.166611069413171,0.13880406074612084,0.2035984848484849,0.4417,-0.7375661732474627,Urban/High,Low
26,Elmore County,Alabama,AL,01051,41576,31336,9764,46,0.7537040600346354,0.2348470271310371,0.00110640754281316,Trump,Trump,Trump,75553,38.9,0.720747950241911,0.21072753724526047,0.03289763051348272,0.24394340719684737,0.10285062171607905,0.4359,-0.5188570329035983,Urban/High,Medium
27,Escambia County,Alabama,AL,01053,14929,10866,3956,9,0.7278451336325273,0.26498760801125326,6.028535065978968e-4,Trump,Trump,Trump,44447,40.5,0.6025071535631558,0.3067175364491075,0.02275514375255484,0.12490685909251344,0.21204042771349055,0.4684,-0.4628575256212741,Suburban/Mid,Low
28,Etowah County,Alabama,AL,01055,45894,35470,9969,70,0.7728679130169521,0.2172179369852268,0.00152525384581862,Trump,Trump,Trump,53070,41.8,0.7646887838152081,0.15046314239206263,0.04974420587551353,0.1747691883698498,0.17099703229103205,0.4765,-0.5556499760317253,Urban/High,Low
29,Fayette County,Alabama,AL,01057,8364,7154,1141,13,0.8553323768531803,0.1364179818268771,0.00155428024868483,Trump,Trump,Trump,50733,42.8,0.8333642490570704,0.1226117603413096,0.0113769863352501,0.15597147950089127,0.1866155104094597,0.4646,-0.7189143950263033,Suburban/Mid,Low
30,Franklin County,Alabama,AL,01059,12082,10404,1566,12,0.8611157093196491,0.12961430226783646,9.932130441979803e-4,Trump,Trump,Trump,51493,38.6,0.7325035962224029,0.04024641941334667,0.19829257614610044,0.14889393079977312,0.1737475013484786,0.4373,-0.7315014070518127,Suburban/Mid,Low
31,Geneva County,Alabama,AL,01061,12394,10924,1389,7,0.8813942230111343,0.112070356624173,5.647894142326933e-4,Trump,Trump,Trump,50951,44,0.8083888348424755,0.0864701040185587,0.05062485968719599,0.13316463703938003,0.19053205176719895,0.4222,-0.7693238663869614,Suburban/Mid,Low
32,Greene County,Alabama,AL,01063,4037,885,3131,2,0.21922219469903392,0.7755759227148874,4.954173891503591e-4,Harris,Biden,Clinton,31495,44.4,0.17630781394123074,0.8151271577282909,0.00751087099749637,0.12476298824421692,0.359121171770972,0.4879,0.5563537280158535,Rural/Low,Low
33,Hale County,Alabama,AL,01065,7292,3363,3861,10,0.46119034558420186,0.5294843664289632,0.00137136588041689,Harris,Biden,Clinton,41325,41,0.38416163807715775,0.5576649264356905,0.00874635568513119,0.16773675762439808,0.23893193137797455,0.4965,0.06829402084476138,Suburban/Mid,Low
34,Henry County,Alabama,AL,01067,9310,6983,2259,7,0.7500537056928034,0.24264232008592912,7.518796992481203e-4,Trump,Trump,Trump,60135,45,0.7012034383954154,0.2518051575931232,0.02143266475644699,0.21678981292249647,0.15794408955048936,0.4785,-0.5074113856068743,Suburban/Mid,Medium
35,Houston County,Alabama,AL,01069,44037,32255,11258,66,0.7324522560574063,0.25564865908213547,0.00149873969616458,Trump,Trump,Trump,57531,40.3,0.6383004422640949,0.2722525736797116,0.04348310848478091,0.22768156799570413,0.18035096948744928,0.4788,-0.4768035969752708,Urban/High,Medium
36,Jackson County,Alabama,AL,01071,23554,20073,3274,18,0.852211938524242,0.13899974526619682,7.642014095270443e-4,Trump,Trump,Trump,49454,43.4,0.8854633887847991,0.03041314180813414,0.03363046234788697,0.1555027711797308,0.16767177837765398,0.4464,-0.7132121932580452,Urban/High,Low
37,Jefferson County,Alabama,AL,01073,298280,130991,161828,992,0.4391544857181172,0.5425372133565777,0.00332573420946761,Harris,Biden,Clinton,64589,37.8,0.4794772330920471,0.42462493131704054,0.05241256360639289,0.3593676101479785,0.1633237558760307,0.5102,0.10338272763846046,Urban/High,High
38,Lamar County,Alabama,AL,01075,6884,6028,805,7,0.8756536897152818,0.11693782684485764,0.00101685066821615,Trump,Trump,Trump,47447,44.5,0.8586429140415671,0.09283800420015932,0.01846621768411905,0.11591695501730104,0.15060284983558642,0.4273,-0.7587158628704241,Rural/Low,Low
39,Lauderdale County,Alabama,AL,01077,43515,32615,10299,65,0.749511662645065,0.2366770079283006,0.00149373779156612,Trump,Trump,Trump,59082,40.7,0.8272357081978597,0.096857013584183,0.03328177446678662,0.27084135466880227,0.1364000953846821,0.4583,-0.5128346547167644,Urban/High,High
40,Lawrence County,Alabama,AL,01079,16050,12961,2975,12,0.8075389408099688,0.1853582554517134,7.476635514018691e-4,Trump,Trump,Trump,60040,42.8,0.7553492857573383,0.0992104152853957,0.02872039057320233,0.15620188195038495,0.13740318350917852,0.4382,-0.6221806853582554,Suburban/Mid,Low
41,Lee County,Alabama,AL,01081,72862,45883,25672,157,0.6297246850209987,0.35233729516071477,0.00215475831023029,Trump,Trump,Trump,61123,33.6,0.6586402346014646,0.2232879102570597,0.05254329826694359,0.4133333333333334,0.18869221414765683,0.5057,-0.2773873898602839,Urban/High,High
42,Limestone County,Alabama,AL,01083,52836,37524,14452,110,0.7101975925505337,0.27352562646680295,0.00208191384661972,Trump,Trump,Trump,83534,40.5,0.7351664389228181,0.12753655521161586,0.07236676984857358,0.3039130089689658,0.10142422234386854,0.4263,-0.43667196608373077,Urban/High,High
43,Lowndes County,Alabama,AL,01085,5650,1755,3865,6,0.3106194690265487,0.684070796460177,0.00106194690265486,Harris,Biden,Clinton,35160,42.7,0.24470423661071145,0.7454036770583533,0.0026978417266187,0.1387341048721246,0.29591629418935395,0.5368,0.3734513274336283,Rural/Low,Low
44,Macon County,Alabama,AL,01087,7818,1681,6069,14,0.2150166282936813,0.7762854950115119,0.00179073931951905,Harris,Biden,Clinton,45951,37.8,0.166956888818532,0.7829665980687035,0.01962957099889187,0.20735785953177255,0.22093734703866863,0.4794,0.5612688667178306,Suburban/Mid,Medium
45,Madison County,Alabama,AL,01089,197007,105149,87509,674,0.5337323039282869,0.4441923383433076,0.00342119823153492,Trump,Trump,Trump,83528,38.2,0.6232188046885819,0.2426605562340262,0.0653379833054251,0.45690290909491155,0.10482494149148708,0.4659,-0.08953996558497923,Urban/High,High
46,Marengo County,Alabama,AL,01091,9667,4990,4621,6,0.5161890969276921,0.47801799937933176,6.206682528188683e-4,Trump,Biden,Clinton,44205,41.1,0.4454196667892994,0.5133757292268881,0.02375571556209596,0.20414475719146305,0.2256571246142386,0.5148,-0.038171097548360344,Suburban/Mid,Medium
47,Marion County,Alabama,AL,01093,13535,12238,1196,9,0.9041743627632064,0.08836350203176949,6.649427410417437e-4,Trump,Trump,Trump,50714,43.8,0.9029804727646454,0.03573141486810551,0.03011305241521069,0.12831879728232062,0.16847673766816143,0.4586,-0.8158108607314369,Suburban/Mid,Low
48,Marshall County,Alabama,AL,01095,40285,34350,5535,37,0.8526746928137025,0.13739605312150924,9.184560009929256e-4,Trump,Trump,Trump,60946,38.6,0.7731380176675582,0.02612650944160791,0.16573466245238674,0.21326409905827048,0.1628593165275322,0.4588,-0.7152786396921932,Urban/High,Medium
49,Mobile County,Alabama,AL,01097,173591,99981,71279,361,0.5759572788911868,0.41061460559591223,0.00207960090096836,Trump,Trump,Trump,58119,38.4,0.552804953020849,0.360391323500225,0.03334769412482271,0.25150224087237016,0.16268674389690355,0.4649,-0.16534267329527452,Urban/High,Medium
50,Monroe County,Alabama,AL,01099,9801,5997,3736,9,0.6118763391490665,0.3811855933068054,9.182736455463728e-4,Trump,Trump,Trump,40225,43.9,0.536414708886619,0.4218590398365679,0.00148110316649642,0.11357915000740412,0.226066718386346,0.4692,-0.23069074584226107,Suburban/Mid,Low
51,Montgomery County,Alabama,AL,01101,89510,30404,57734,213,0.3396715450787621,0.6450005585968048,0.00237962238855993,Harris,Biden,Clinton,58153,36.9,0.30557181652926757,0.5884012552982654,0.04751823307526068,0.34274027543526475,0.1928821829442548,0.4842,0.3053290135180427,Urban/High,High
52,Morgan County,Alabama,AL,01103,53355,40310,12343,67,0.7555055758598069,0.23133726923437353,0.00125573985568362,Trump,Trump,Trump,64858,40.3,0.7280147403468507,0.1314185967577702,0.10203487902248226,0.23240454561479792,0.13561489033513976,0.4473,-0.5241683066254335,Urban/High,Medium
53,Perry County,Alabama,AL,01105,4460,1268,3170,1,0.284304932735426,0.7107623318385651,2.242152466367713e-4,Harris,Biden,Clinton,34368,42.5,0.2801603693354392,0.7098772931600048,0.00218685457417081,0.16848973325657263,0.31238095238095237,0.366,0.42645739910313907,Rural/Low,Low
54,Pickens County,Alabama,AL,01107,8899,5455,3385,7,0.6129902236206315,0.3803798179570738,7.866052365434319e-4,Trump,Trump,Trump,47014,42.5,0.5317624582072918,0.3927187815103752,0.05774027490314706,0.13745224801645606,0.2257144520109423,0.4626,-0.23261040566355767,Suburban/Mid,Low
55,Pike County,Alabama,AL,01109,13206,8213,4882,18,0.6219142813872482,0.3696804482810844,0.00136301681054066,Trump,Trump,Trump,47961,31.7,0.5466573604831123,0.373865808879313,0.02697781689072315,0.27315006200909464,0.23402369777135917,0.4952,-0.2522338331061639,Suburban/Mid,High
56,Randolph County,Alabama,AL,01111,11086,9098,1919,11,0.8206747248782248,0.1731012087317337,9.922424679776297e-4,Trump,Trump,Trump,51551,44,0.7431196772747647,0.1648139847601972,0.02846257283729269,0.2051625239005736,0.18380249192431933,0.4749,-0.6475735161464911,Suburban/Mid,Medium
57,Russell County,Alabama,AL,01113,20642,10047,10379,40,0.48672609243290377,0.5028098052514292,0.00193779672512353,Harris,Biden,Clinton,50046,37.2,0.44005912535254343,0.4553331747595909,0.05746032824764688,0.1685199530223144,0.22248532894059508,0.4683,0.016083712818525386,Suburban/Mid,Low
58,St. Clair County,Alabama,AL,01115,42726,34873,7483,46,0.8162009081121565,0.17513925946730327,0.00107662781444553,Trump,Trump,Trump,78993,41,0.8361839768360548,0.09860822578388212,0.02873965318665705,0.19943080971907703,0.11172759160802136,0.4003,-0.6410616486448533,Urban/High,Medium
59,Shelby County,Alabama,AL,01117,114412,79522,32947,315,0.6950494703352795,0.28796804530993253,0.00275320770548543,Trump,Trump,Trump,93543,40,0.7395342689079333,0.1317706153202177,0.073622524288955965,0.4619852639145615,0.06922738969434507,0.4454,-0.407081425025347,Urban/High,High
60,Sumter County,Alabama,AL,01119,5304,1542,3722,3,0.2907239819004525,0.701734539969834,5.656108597285068e-4,Harris,Biden,Clinton,37981,34.9,0.2538269550748752,0.7118968386023294,0.00831946755407653,0.19028226372700463,0.2811402188095955,0.4488,0.4110105580693815,Rural/Low,Medium
61,Talladega County,Alabama,AL,01121,33200,22070,10878,32,0.6647590361445783,0.32765060240963856,9.638554216867468e-4,Trump,Trump,Trump,56249,42.2,0.6215350498952815,0.3172354318097819,0.02314894665516816,0.16823850485369815,0.17653214138073584,0.4681,-0.33710843373493976,Urban/High,Low
62,Tallapoosa County,Alabama,AL,01123,20019,14881,4974,17,0.7433438233678007,0.2484639592387232,8.491932663969229e-4,Trump,Trump,Trump,57185,45.4,0.6815680545410275,0.23391770148526905,0.02768444119795471,0.18725005880969184,0.15205200734454866,0.4748,-0.4948798641290775,Suburban/Mid,Medium
63,Tuscaloosa County,Alabama,AL,01125,85071,50617,33322,155,0.5949971200526619,0.3916963477565798,0.00182200749961796,Trump,Trump,Trump,63947,33,0.5925669555111179,0.3195021278777624,0.05380796116836726,0.3137768099555407,0.1665120678052418,0.4671,-0.20330077229608212,Urban/High,High
64,Walker County,Alabama,AL,01127,29704,25393,4092,19,0.8548680312415837,0.1377592243468893,6.396444923242661e-4,Trump,Trump,Trump,54509,41.3,0.86995653916099,0.06099929106432821,0.03472243627284776,0.1600240604183839,0.17979454748533044,0.4518,-0.7171088068946945,Urban/High,Low
65,Washington County,Alabama,AL,01129,8429,6526,1859,4,0.7742318187210819,0.2205481077233361,4.7455214141653814e-4,Trump,Trump,Trump,60503,44.1,0.6557301899148658,0.22678454485920105,0.01669941060903733,0.16204134848202645,0.18446601941747573,0.4713,-0.5536837109977458,Suburban/Mid,Low
66,Wilcox County,Alabama,AL,01131,5262,1793,3449,0,0.3407449638920563,0.6554541999239832,0,Harris,Biden,Clinton,42236,42,0.2745723398086402,0.7072581424567508,0.00106311008021648,0.12335882268070986,0.2903225806451613,0.4953,0.31470923603192696,Rural/Low,Low
67,Winston County,Alabama,AL,01133,11146,10190,882,8,0.9142293199354028,0.07913152700520366,7.177462766911897e-4,Trump,Trump,Trump,48032,45.3,0.9202521470575792,0.01201506113296949,0.03494521301349579,0.13372024856372378,0.1946352209407801,0.4597,-0.8350977929301991,Suburban/Mid,Low
98,Apache County,Arizona,AZ,04001,32019,12795,18872,160,0.39960648365033263,0.5894000437240389,0.00499703301164933,Harris,Biden,Clinton,40338,36.2,0.18585566382460417,0.00951583434835566,0.0623020706455542,0.1526852353259718,0.31223746849621953,0.5175,0.18979356007370624,Urban/High,Low
99,Cochise County,Arizona,AZ,04003,58923,35936,22296,311,0.6098806917502503,0.37839213889313167,0.00527807477555453,Trump,Trump,Trump,58970,42.9,0.5457125093656842,0.0384351735242073,0.34335793652058855,0.27657715188384363,0.15538536307419015,0.4454,-0.2314885528571186,Urban/High,High
100,Coconino County,Arizona,AZ,04005,70067,27576,41504,479,0.393566158105813,0.592347324703498,0.00683631381392096,Harris,Biden,Clinton,69748,32.4,0.5246296053040935,0.01518912080086834,0.1523336767074798,0.3961938901319695,0.17683422685380398,0.4783,0.19878116659768502,Urban/High,High
101,Gila County,Arizona,AZ,04007,27648,18901,8504,105,0.6836299189814815,0.30758101851851855,0.00379774305555555,Trump,Trump,Trump,59089,51.4,0.6200335758254057,0.00628614064540197,0.17774668905055027,0.1884718899521531,0.17775271016958874,0.4364,-0.37604890046296297,Urban/High,Medium
102,Graham County,Arizona,AZ,04009,15183,11177,3867,52,0.7361522755713628,0.25469274846868206,0.00342488309293288,Trump,Trump,Trump,67326,34.4,0.5305455481214617,0.01281523417395779,0.302856407617087,0.14591321897073664,0.17677007860799507,0.4246,-0.4814595271026807,Suburban/Mid,Low
103,Greenlee County,Arizona,AZ,04011,3308,2308,954,19,0.6977025392986699,0.2883917775090689,0.00574365175332527,Trump,Trump,Trump,75239,36.1,0.45916208209902665,0.01470588235294117,0.4650867541261109,0.20414593698175787,0.10794730131746706,0.3885,-0.40931076178960096,Rural/Low,Medium
104,La Paz County,Arizona,AZ,04012,7624,5470,2101,25,0.7174711437565582,0.27557712486883523,0.00327911857292759,Trump,Trump,Trump,49506,59.7,0.578199337548931,0.0041553748870822,0.25474254742547425,0.13855103120042306,0.1844499078057775,0.4734,-0.44189401888772295,Suburban/Mid,Low
105,Maricopa County,Arizona,AZ,04013,2053945,1051531,980016,11661,0.511956746650957,0.47713838491293586,0.00567736721285136,Trump,Biden,Trump,85518,37.5,0.5337203780865795,0.05764976612799636,0.30893232772044976,0.35858005799892256,0.11250356744752436,0.4571,-0.034818361738021164,Urban/High,High
106,Mohave County,Arizona,AZ,04015,110450,85683,24081,285,0.775762788592123,0.218026256224536,0.00258035310095065,Trump,Trump,Trump,55799,53.2,0.7559700119584215,0.01158587066507221,0.16693496458467483,0.1488545563987867,0.16831673854865792,0.4653,-0.557736532367587,Urban/High,Low
107,Navajo County,Arizona,AZ,04017,50706,29480,20754,197,0.5813907624344259,0.40930067447639334,0.00388514179781485,Trump,Trump,Trump,52752,39.4,0.42424636174636177,0.01173151173151173,0.10641891891891891,0.17631494659443803,0.24712485136741977,0.4549,-0.17209008795803254,Urban/High,Low
108,Pima County,Arizona,AZ,04019,513176,214669,292450,3209,0.41831457433706953,0.5698824574804745,0.00625321527117402,Harris,Biden,Clinton,67929,39.7,0.512345861267283,0.03599134051528315,0.3614925324802109,0.35870627429206,0.14352333331374773,0.4662,0.15156788314340497,Urban/High,High
109,Pinal County,Arizona,AZ,04021,209552,126926,80656,886,0.6057016874093304,0.3848973047262732,0.00422806749637321,Trump,Trump,Trump,77588,40.3,0.5587697759889942,0.05032511981906375,0.29333354110133364,0.2215021580920576,0.10871788658989193,0.4194,-0.2208043826830572,Urban/High,Medium
110,Santa Cruz County,Arizona,AZ,04023,19121,7699,11265,76,0.40264630510956534,0.5891428272579886,0.00397468751634328,Harris,Biden,Clinton,53614,37.9,0.15260635980833454,0.0024476757451928,0.8271277147420606,0.2406951854573336,0.20213231160069137,0.443,0.18649652214842327,Suburban/Mid,Medium
111,Yavapai County,Arizona,AZ,04025,149402,99346,48717,555,0.6649576310892759,0.3260799721556606,0.00371480970803603,Trump,Trump,Trump,66106,55,0.7831297381401662,0.00566093951733042,0.14990316813983515,0.29602252541267426,0.12594464804751673,0.4502,-0.33887765893361527,Urban/High,High
112,Yuma County,Arizona,AZ,04027,68195,40745,26823,299,0.5974778209546154,0.3933279565950583,0.00438448566610455,Trump,Trump,Trump,60417,35.8,0.29607338035967934,0.01741579796326167,0.6439704359968221,0.16671988356637385,0.1645786674132139,0.4448,-0.20414986435955712,Urban/High,Low
113,Arkansas County,Arkansas,AR,05001,5547,3951,1503,22,0.71227690643591135,0.2709572742022715,0.00396610780602127,Trump,Trump,Trump,60831,41,0.6759673284445239,0.2574971680677279,0.03940857330233113,0.15326460481099655,0.14715698768129137,0.4278,-0.44131963223363985,Rural/Low,Low
114,Ashley County,Arkansas,AR,05003,7030,5145,1774,15,0.7318634423897582,0.2523470839260313,0.00213371266002844,Trump,Trump,Trump,44481,42.7,0.6754620232881102,0.24602072428159383,0.06179895310330093,0.12178111587982832,0.22716248989490703,0.4836,-0.4795163584637269,Rural/Low,Low
115,Baxter County,Arkansas,AR,05005,20954,16253,4341,46,0.7756514269351914,0.20716808246635487,0.00219528490980242,Trump,Trump,Trump,48427,51.9,0.916393831553974,0.00377224199288256,0.02744958481613286,0.18748639487514385,0.14457686866022398,0.4596,-0.5684833444688365,Suburban/Mid,Medium
116,Benton County,Arkansas,AR,05007,128595,79907,45231,568,0.6213849683113651,0.3517321824332206,0.00441696800031105,Trump,Trump,Trump,89879,35.8,0.6111067729110718,0.0181876207387087,0.1812582968075752,0.3660753298960063,0.07610934056678047,0.4541,-0.26965278587814456,Urban/High,High
117,Boone County,Arkansas,AR,05009,17112,13968,2854,37,0.8162692847124825,0.16678354371201495,0.00216222533894343,Trump,Trump,Trump,54195,41.3,0.9284884948279502,0.00271796495672366,0.02955457040320878,0.16310321463524807,0.13442631734040558,0.4391,-0.6494857410004675,Suburban/Mid,Low
118,Bradley County,Arkansas,AR,05011,3209,2213,961,2,0.6896229354939234,0.2994702399501402,6.232471174820816e-4,Trump,Trump,Trump,39565,38.5,0.5446204365462624,0.26414912111261346,0.1562681089434035,0.15767455279861511,0.2005850804485617,0.5109,-0.3901526955437832,Rural/Low,Low
119,Calhoun County,Arkansas,AR,05013,2092,1674,379,6,0.8001912045889101,0.18116634799235184,0.002868068833652,Trump,Trump,Trump,63654,44.8,0.7248251006995972,0.12317150731397074,0.11532753868984524,0.18103957471943297,0.1329646017699115,0.3949,-0.6190248565965583,Rural/Low,Low
120,Carroll County,Arkansas,AR,05015,11538,7470,3812,46,0.6474258970358814,0.3303865487952851,0.00398682613971225,Trump,Trump,Trump,55187,44.7,0.705076070952815,0.00189300988571829,0.1550515319357779,0.21117829228727325,0.16262988049221602,0.4491,-0.31703934824059626,Suburban/Mid,Medium
121,Chicot County,Arkansas,AR,05017,3490,1658,1796,9,0.4750716332378224,0.5146131805157593,0.00257879656160458,Harris,Biden,Clinton,39683,42.9,0.3840152045613684,0.5339601880564169,0.06281884565369611,0.17228034972051023,0.24380788283437432,0.5114,0.039541547277936906,Rural/Low,Low
122,Clark County,Arkansas,AR,05019,7657,4526,2959,23,0.5910931174089069,0.3864437769361369,0.00300378738409298,Trump,Trump,Trump,50985,31.9,0.6766769576199831,0.2374403592478249,0.05360651136682571,0.25490829764886486,0.2019291922832309,0.4544,-0.20464934047277,Suburban/Mid,Medium
